curso_anonimo;estudiante_anonimo;total_sesiones_31d;total_eventos_31d;dias_activos_31d;total_minutos_31d;recursos_vistos_31d;tareas_entregadas_31d;cuestionarios_intentados_31d;promedio_quizzes_31d;numero_intentos_quiz_31d;promedio_nota_tareas_31d;Total_cuestionarios_curso;Total_tareas_curso;Total_Recursos_Curso;curso;nota_1_parcial
008d738b2b95f97076b6c237de8ff6706fbcde63535a578e671f75049d73c4e0;0bb9f9f420a7781e1a5f9d62ff6b1846a35d161d470b1b37d802452d90a163d5;29;150;4;39.40;4;4;;;;;;4;4;1-A-MATEMATICA I;
008d738b2b95f97076b6c237de8ff6706fbcde63535a578e671f75049d73c4e0;0f1275e48abd4af4ba25a4232d42e7c2dd2f1dccff3cf6124a0d4b91890834fb;46;143;7;62.00;4;4;;;;;;4;4;1-A-MATEMATICA I;
008d738b2b95f97076b6c237de8ff6706fbcde63535a578e671f75049d73c4e0;0f3a3f8a0d20097765edb32114bf16fe345d44af91e154b8c700b1652f062cf6;1;6;1;0.68;1;1;;;;;;4;4;1-A-MATEMATICA I;
008d738b2b95f97076b6c237de8ff6706fbcde63535a578e671f75049d73c4e0;101288c058f03edd7590478ed291426c930a3bb103c9e8a874f10f95f783e38a;;;;;3;3;;;;;;4;4;1-A-MATEMATICA I;
008d738b2b95f97076b6c237de8ff6706fbcde63535a578e671f75049d73c4e0;210fcb6bb6f1d55d54d9ba8fc20053c3fc02ab8420a54d0e3c046e6f83630f78;3;7;1;0.32;2;2;;;;;;4;4;1-A-MATEMATICA I;
008d738b2b95f97076b6c237de8ff6706fbcde63535a578e671f75049d73c4e0;281e79c8c3b6ec380f29302d8eacf98f0f1e1f9ff860e0cce79cb89002ec8a2e;;;;;;;;;;;;4;4;1-A-MATEMATICA I;
008d738b2b95f97076b6c237de8ff6706fbcde63535a578e671f75049d73c4e0;2d2e05740d693344202eea6212a3a36815d29003ce8725e204f7ff4a14bfd1fe;10;142;3;74.03;4;4;;;;;;4;4;1-A-MATEMATICA I;
008d738b2b95f97076b6c237de8ff6706fbcde63535a578e671f75049d73c4e0;2e2ae8eb26c63d2a2bfa6631147aac4a82770ceb57c42fd95deb6174e9129a08;1;54;1;24.75;4;4;;;;;;4;4;1-A-MATEMATICA I;
008d738b2b95f97076b6c237de8ff6706fbcde63535a578e671f75049d73c4e0;357c0c5c23fa57a54fb91ee1d23e60b0d809cf4edde2f1f8f11aad5891820818;;;;;;;;;;;;4;4;1-A-MATEMATICA I;
008d738b2b95f97076b6c237de8ff6706fbcde63535a578e671f75049d73c4e0;3ce7cd1454ed10f8d24c8058d2d286aa2a5692fa7115bf8c39fbcbe84c55472a;4;3;1;0.37;;;;;;;;4;4;1-A-MATEMATICA I;
008d738b2b95f97076b6c237de8ff6706fbcde63535a578e671f75049d73c4e0;441b7c51b078b09b59f4686fb8790cac17b9c179e6ddc1acc0e7f694f5a9b9c4;50;117;4;27.87;4;4;;;;;;4;4;1-A-MATEMATICA I;
008d738b2b95f97076b6c237de8ff6706fbcde63535a578e671f75049d73c4e0;449dc498008b3333690a106b3f505dccadccf0c53327a1a03ced897ec035d9db;;;;;;;;;;;;4;4;1-A-MATEMATICA I;
008d738b2b95f97076b6c237de8ff6706fbcde63535a578e671f75049d73c4e0;5290248c7528bb2fb723ccfc8e039fd2e5b2be5b4a2156a257b5c6e0b0970e37;41;140;4;79.38;4;4;;;;;;4;4;1-A-MATEMATICA I;
008d738b2b95f97076b6c237de8ff6706fbcde63535a578e671f75049d73c4e0;5d403d68ad2d9d80f03fff6cc27d3c2bdd06c50461ccc12ae7553c0a583aa02d;2;6;1;0.30;1;1;;;;;;4;4;1-A-MATEMATICA I;
008d738b2b95f97076b6c237de8ff6706fbcde63535a578e671f75049d73c4e0;66cfc879733b5a95baa5fc85b1d40e94d12f00400586e019bd79b52afc1401a9;134;111;3;52.35;4;4;;;;;;4;4;1-A-MATEMATICA I;
008d738b2b95f97076b6c237de8ff6706fbcde63535a578e671f75049d73c4e0;69f4c96c9ff5c417ced60902b1df6e68f5f8263f7cdb54d971392509f1ac64e4;6;36;2;14.58;3;3;;;;;;4;4;1-A-MATEMATICA I;
008d738b2b95f97076b6c237de8ff6706fbcde63535a578e671f75049d73c4e0;6af492a37d6eb79472a25e8c8f7e3df293e9c9250560f44c8fb4c768c1d46bb6;54;93;4;126.77;4;4;;;;;;4;4;1-A-MATEMATICA I;
008d738b2b95f97076b6c237de8ff6706fbcde63535a578e671f75049d73c4e0;6bdb9b093eba42c4da5adc0e95b256f6a4a7899d3122f9ad73ed2263cfdd22e7;48;102;4;35.00;4;4;;;;;;4;4;1-A-MATEMATICA I;
008d738b2b95f97076b6c237de8ff6706fbcde63535a578e671f75049d73c4e0;81a235b69912036e2dc457c5675ad374afbcee981196f5e66dbab68691c33735;29;181;5;63.55;4;4;;;;;;4;4;1-A-MATEMATICA I;
008d738b2b95f97076b6c237de8ff6706fbcde63535a578e671f75049d73c4e0;a137c67b711b9daa314395a395a563e6f648e2f09481f8754175f11727bc74aa;3;52;1;43.98;4;4;;;;;;4;4;1-A-MATEMATICA I;
008d738b2b95f97076b6c237de8ff6706fbcde63535a578e671f75049d73c4e0;a1d13a44d0dbef97c1fac366ad76bef74738c070873b0933c6cfeba3b2301759;43;116;5;81.37;4;4;;;;;;4;4;1-A-MATEMATICA I;
008d738b2b95f97076b6c237de8ff6706fbcde63535a578e671f75049d73c4e0;a746f5f1fdf1685273b7cb717e6619612ce31644a07466423a25b5c3d72d7c16;19;81;2;7.90;4;4;;;;;;4;4;1-A-MATEMATICA I;
008d738b2b95f97076b6c237de8ff6706fbcde63535a578e671f75049d73c4e0;b9ab30dfe8c3654f512f1e12a27550312f280ddb3315d6cb350bdf21b277f282;17;78;2;76.63;4;4;;;;;;4;4;1-A-MATEMATICA I;
008d738b2b95f97076b6c237de8ff6706fbcde63535a578e671f75049d73c4e0;c1849bd86b1184ba49290b16e1c557d2aa09b99d6932975f38133240924f178b;77;144;7;71.53;4;4;;;;;;4;4;1-A-MATEMATICA I;
008d738b2b95f97076b6c237de8ff6706fbcde63535a578e671f75049d73c4e0;cc3c34e64ee590bc4916992e957d53d7d958cd24fedf36abd3a3d476409ba570;127;58;5;66.35;3;3;;;;;;4;4;1-A-MATEMATICA I;
008d738b2b95f97076b6c237de8ff6706fbcde63535a578e671f75049d73c4e0;d84d8339ef9960c71fc9fd5945c0c894c5575c64e6c0750435ae6f54fe154a72;82;112;4;39.78;4;4;;;;;;4;4;1-A-MATEMATICA I;
008d738b2b95f97076b6c237de8ff6706fbcde63535a578e671f75049d73c4e0;e471b00cbb98e8b23bf41c8e0629cb43913581fec3c691aba1d8d1c9de5da645;54;145;4;35.07;4;4;;;;;;4;4;1-A-MATEMATICA I;
008d738b2b95f97076b6c237de8ff6706fbcde63535a578e671f75049d73c4e0;e94ba192f190eabb27be871345b3c8199b2c6b24b0b2501c93614be9ab613576;31;125;3;71.47;4;4;;;;;;4;4;1-A-MATEMATICA I;
008f2f8636739b1734a7a102ffc605715dc6afb78dadcda07ced4cdb85e14669;0b2ad49033651a7404a77fffec7c4e11eee1525342a2bc8d4ef8693acbbd2720;;;;;2;2;;;;7.50;;3;3;4-A-PRESUPUESTO;6.54
008f2f8636739b1734a7a102ffc605715dc6afb78dadcda07ced4cdb85e14669;17bd2972f626397dd7b9d73b25bd9e3e69f9f327f793fa795558c0905534b12f;193;65;4;23.02;3;3;;;;6.67;;3;3;4-A-PRESUPUESTO;6.71
008f2f8636739b1734a7a102ffc605715dc6afb78dadcda07ced4cdb85e14669;1dffc2e0e0b413be2fbb63986c464f7c82aae76d42dacab653223551b6f5f736;50;23;2;41.27;3;3;;;;7.00;;3;3;4-A-PRESUPUESTO;7.41
008f2f8636739b1734a7a102ffc605715dc6afb78dadcda07ced4cdb85e14669;2c5a17993aca33813a336824edb888882270397f27c40577c3669141de9a3ad9;26;57;3;36.05;3;3;;;;7.33;;3;3;4-A-PRESUPUESTO;8.07
008f2f8636739b1734a7a102ffc605715dc6afb78dadcda07ced4cdb85e14669;505d2d0faf2e1ab661a8f2d1c7c451b0cda8ac6db2fe2d58ab17cd5c5f96ae6c;;;;;3;3;;;;6.67;;3;3;4-A-PRESUPUESTO;6.33
008f2f8636739b1734a7a102ffc605715dc6afb78dadcda07ced4cdb85e14669;50d1c7ceb888a25775620775ba2f59baebfd962676892d45812da7b844ac28bd;350;177;10;97.68;3;3;;;;6.67;;3;3;4-A-PRESUPUESTO;6.71
008f2f8636739b1734a7a102ffc605715dc6afb78dadcda07ced4cdb85e14669;6a923b24f7f6cea3bca6453157b2acf8af068f66e9716ae36da6862bc5282faa;1022;280;15;77.92;3;3;;;;6.00;;3;3;4-A-PRESUPUESTO;8.33
008f2f8636739b1734a7a102ffc605715dc6afb78dadcda07ced4cdb85e14669;6edcba390d8c818f153e7e960f467d8f93fe502aa708338ca6e72ce9c4d41e7f;2;12;1;1.57;2;2;;;;7.00;;3;3;4-A-PRESUPUESTO;6.07
008f2f8636739b1734a7a102ffc605715dc6afb78dadcda07ced4cdb85e14669;8c9e745b4e90d1210910742a3b425ad51ce07a8446d755d2b0b26f7e3363706c;2;14;1;3.80;2;2;;;;;;3;3;4-A-PRESUPUESTO;0.0
008f2f8636739b1734a7a102ffc605715dc6afb78dadcda07ced4cdb85e14669;b866b020242ee18acdaf88a7ee939a50eac4b95d99b34f6e7343841d1a9ef499;200;72;8;17.30;3;3;;;;6.33;;3;3;4-A-PRESUPUESTO;8.05
008f2f8636739b1734a7a102ffc605715dc6afb78dadcda07ced4cdb85e14669;c82d8fa6761de907e537c3a780f99592c2da56a8e1d1c2a2eb896cba83cc553d;5;12;1;1.57;2;2;;;;7.00;;3;3;4-A-PRESUPUESTO;8.66
008f2f8636739b1734a7a102ffc605715dc6afb78dadcda07ced4cdb85e14669;ccee4340cc6eb0425af6c16a2e4752b1248f8cc3e1929e8c500ac6ab92a4dc63;14;30;3;1.55;3;3;;;;8.00;;3;3;4-A-PRESUPUESTO;6.45
008f2f8636739b1734a7a102ffc605715dc6afb78dadcda07ced4cdb85e14669;cf3b351fca1700f96f09c5c6d20d2ce75314fa2cd5d2e7310d80be2b105c4a43;41;40;4;29.98;3;3;;;;6.33;;3;3;4-A-PRESUPUESTO;8.13
008f2f8636739b1734a7a102ffc605715dc6afb78dadcda07ced4cdb85e14669;cfe46328ae441373775e0c9b04f304ac688f9a316340251c32d23220ecc0b047;3;34;2;29.43;2;2;;;;6.50;;3;3;4-A-PRESUPUESTO;2.76
008f2f8636739b1734a7a102ffc605715dc6afb78dadcda07ced4cdb85e14669;d8a0813ed618f3b2eeaf7376d3c67a5a0cbfdc51c99a3162acd9a09977fc2fec;;;;;2;2;;;;7.00;;3;3;4-A-PRESUPUESTO;8.21
008f2f8636739b1734a7a102ffc605715dc6afb78dadcda07ced4cdb85e14669;d93e6bd8c398c78e91fd29276d22ed8d76f24611ca0294ef0d8796e30f173a2c;;;;;3;3;;;;4.67;;3;3;4-A-PRESUPUESTO;6.6
008f2f8636739b1734a7a102ffc605715dc6afb78dadcda07ced4cdb85e14669;dbfe08c441c8ef90011dcedb15612dfd948cb527c74a4537308b339d211bf8d8;;;;;;;;;;;;3;3;4-A-PRESUPUESTO;4.9
008f2f8636739b1734a7a102ffc605715dc6afb78dadcda07ced4cdb85e14669;e136edf77d2ce5f1452a08916def290943ee539c9abe793c613e3e159b24a6b4;38;45;3;5.23;3;3;;;;6.67;;3;3;4-A-PRESUPUESTO;7.44
008f2f8636739b1734a7a102ffc605715dc6afb78dadcda07ced4cdb85e14669;e222b8c9b3d66fb58c6c7be5ff5d0db68fc819abfe6bf0c488d28fcf61422f29;4;6;1;0.20;3;3;;;;6.33;;3;3;4-A-PRESUPUESTO;6.71
008f2f8636739b1734a7a102ffc605715dc6afb78dadcda07ced4cdb85e14669;ed9a1edc1da33175e27947d003b5ff6d617e1817b64752c6243c9d2f708bc3ea;;;;;2;2;;;;6.00;;3;3;4-A-PRESUPUESTO;0.45
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;05711bcb96618839d7d396130dbd312fe7085ed3a8b42b6b007ece7457577d26;;;;;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;064c8cf25f136d8d8b8f985af174c4a4e65524297056b557705cbfe152c96ae9;23;19;3;7.78;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;0d297395294aa07d879d7b72af2c9d603ec3100294b187dde3e98821bd3acaeb;;;;;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;0d8c019667f6db765fde845d4284ca917435b7c03675c3eb24dad4369c0f0b87;62;37;7;17.93;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;15a282b02deb0ae94e3a89dd12d9742f8edfc03f2de3cd1108b438a1df029136;54;11;5;1.62;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;162ad1d56972a64bccbda7424aa41b146602be154f404ec2c9d487d518afae7f;;;;;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;1ad729beeeec81aeabda4f1f4a28211823bd14e1907ea1e1b39abe1759a68b05;;;;;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;22f2381c79e64a3461afd3a058adc53b6d7542ad38149259fe11f8af7a1b32a8;135;66;8;88.57;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;259c6ed7d39652b5b26bc3a15732fdb3f69cb2ab043ddba6c17cacbbbcbb788a;;;;;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;2775696d047e962ab4c974cae76fed818cc513392c88c19006ec3238bfaa6c7c;;;;;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;29d7d3d0f13a7c93919714d658114d75e6d38e9c7bacf89fcc3c861e172f2700;11;2;1;0.18;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;39c488c57207b4ce12d9356ab9e34b52c11b09561bab1453dd3e3fa844478a56;;;;;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;3ab7bd3afe5ef1fc3cad3b1691d3108e92b0b402782e8d19c7cbe6ceef6af17d;;;;;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;4514ddab6f167451d8fd644392edc614097ae863a6d644a03deb0ab0b4a376ca;9;15;2;5.85;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;4541f65d3ddf4565ff7e0c337d22ff451d04ca8ec792ac133a63efb7199f00a7;206;69;11;93.13;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;456625a9568238f35b780a600c61fb6e571668a5f07494f58a0f63d627bcad00;;;;;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;4bf429b1f90a4b85673d1fda24bf7320149c175f420e6d0fe9481039e72f356b;2;2;1;0.17;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;4e55d9396cf4efabcbb97c2084c89e07e3ad839b4d578bcd961419047dd0f0c7;;;;;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;5addb273a2fa7bbba7b6b6e757200d2f60fd12ee8332abec5414ea580cfafcaf;;;;;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;605c7f271c22924e287471ce2088146d1f087e812e23882778a61fce274a4026;;;;;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;62702becb01b181b51617bcf307beb29fe4e544d97f4d6745c3406ad8f465988;55;92;8;36.52;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;631fdd71000468669e2a5ad9c97c20516bae0fb228c978d6a04ad1077b31829b;;;;;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;65b0982341a7ceae9960312eeb4bf32c09e46545fe7c1e417cbb7d75c97b94b6;30;14;5;16.02;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;7008bd5d4dcf7e11b92baf548f25508d1b46027f9ecae258500e77b677703745;266;88;11;208.32;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;8487c1869d2427b6b744281e4188a6cb0369405c286f32641981813ca9e21b88;;;;;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;88159bb6576e530ac39c099af7e7fb0209cba2aa06deeef473eb5a00a8a01357;;;;;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;960dd31c78183883a909a827a94a5282850bd95ddc7c40d8f1086be403e6d051;12;26;4;5.38;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;9685ba364b2a19ff2225110e7ab3b1fa5d83948276577d09c86ecee81a6cfaba;;;;;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;a1cd38d3215324573ab65ac4ba15b4e406be08332e79e440054acbbc6a0ce1d8;;;;;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;a79ebf9eb8ee186cd536a025d03a98345962592fdebec71ec1ce262cb62dd9da;84;29;8;14.58;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;ab05b3974a836d2f42917002d3fb18f00223db0a19bf72c3f2b46b3547219949;;;;;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;abfdb1843e80cb911a92c7398da97a3d3a50de5ac99d61324134499b0276097c;;;;;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;ac8c792d01369c234a52fd086a99c4adc5f30d6ce51fd94f9bc035b346c7c5a5;3;12;1;0.37;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;b68a9d416d1598cffa2d9854e8d881ca01da72ead953dceb58bff7d001533a94;;;;;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;bacea23da41da5f315e8978ce72b720c1eeb8ea96638aeb5582566e84f21afa7;;;;;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;bcfa1e8a9b7a3c1c144f3b0223304d7804014092ebc6d44b00696a416343ed46;130;49;10;46.28;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;bd625971030dfd3e9a298216b87ed24a085c834a43231a7b9de1d261ad7ff100;;;;;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;c16434ae570b0319cfa948fae62394c661145c021a272f27646c65155d714009;45;43;5;30.28;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;c94a0e964d04e0636d0778d60a72fb0e7f1c3f0cac4b71aa144c7e7a14c95f90;;;;;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;d00974eac133bfeabecd34bddf0c96f98bd6def71bd0d13d38f5f31cf250c52e;;;;;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;d658a42578819677a9376cb82ed7aece051c967053af16ccac5acb2508d3f413;;;;;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;dfad6aeeacb3fe562a4e856df5d579853a987064916eafe8a5f9b774878ce69b;;;;;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;e518ccb4f6161f10b6a1a15c0da0e59e788dac5353f3d14d403d518009b34900;14;13;2;14.63;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;e5bd426bda3299fb649ebfd22caed925450129bb4db1dc65804f37f31b9add92;30;11;3;4.52;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;ec22aef263250e45d3dbf06b3dd237946c43600f907dcdd09e011ebd73c534d3;34;45;4;62.72;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;edf8828f6d982908c5b90139a6af8669ae2f697e746b904348d3aa075dc49fd6;;;;;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;ef41b55dc0be7c40c460ded332460f3a5357f5be0eebd1804bae9143c0395703;51;16;5;15.83;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;f53127d92dc6f947ad4766aa4823653a787fd29c79440257a63fde2a433cebd8;;;;;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;f89b746804793023fcdac59b4a52ea525414b7dd05e5a683b88ce68dc1995c03;84;89;10;88.72;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;f99db2da1cb1e6a9e45114624e0e5b956ad77df3bf989b0a8ff669cf32159d29;;;;;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;fb4f781c84b447f660af8d398b2c45f6e3028a826c67e2556405cff12231f81d;;;;;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;fbe50413f13410f580619754f0dbf0923ac4c0da14f821ebeb837374c179c06b;;;;;;;;;;;;;;2-AE-INGLES II;
00cb6946d002bf4d21b7e229b2d5a764defc2b8ef970b2438e58a24a7661c9ab;fe6323b4871386098e5ad028034b5233886d3f65e05b8e72e9b68f03ee80df9d;;;;;;;;;;;;;;2-AE-INGLES II;
00d157ff3a4561d5fd8e1e781ff899c33669562a24ab367dbdf77db3f8201117;0f2176c8f37bbecd9c27d420aa8facb565b0749ee1aeb84444fe959d06661503;1;5;1;1.07;4;4;;;;;;6;8;2-A-FISICA II;
00d157ff3a4561d5fd8e1e781ff899c33669562a24ab367dbdf77db3f8201117;10e06328034b990d02a775b84e93437e2a325ac5d8088db50bdc71e7fb14c58f;1;14;1;18.20;5;5;;;;;;6;8;2-A-FISICA II;
00d157ff3a4561d5fd8e1e781ff899c33669562a24ab367dbdf77db3f8201117;10f800d42f1e64760609c9dc6e81d6d42f822de6fd5630307985b6b01ae81028;;;;;4;4;;;;;;6;8;2-A-FISICA II;
00d157ff3a4561d5fd8e1e781ff899c33669562a24ab367dbdf77db3f8201117;1b47b30d7278e973925cde421d613a3c40788f27e5574b6bb3169918b64f2363;;;;;3;3;;;;;;6;8;2-A-FISICA II;
00d157ff3a4561d5fd8e1e781ff899c33669562a24ab367dbdf77db3f8201117;248376104b1e382ee1424a6e42d0a79f973fdc716fae8fbbc9ef778b92140e7f;41;72;5;12.27;5;5;;;;;;6;8;2-A-FISICA II;
00d157ff3a4561d5fd8e1e781ff899c33669562a24ab367dbdf77db3f8201117;24c109b16ab2b0938b0baff13e7e6300c2a6b2578b97e2d430c4024c4a346096;21;63;3;14.00;4;4;;;;;;6;8;2-A-FISICA II;
00d157ff3a4561d5fd8e1e781ff899c33669562a24ab367dbdf77db3f8201117;2df1b726c1338b3721f8cbc016264b8fa767088d84d626ea8ae9633d9ffb1959;;;;;3;3;;;;;;6;8;2-A-FISICA II;
00d157ff3a4561d5fd8e1e781ff899c33669562a24ab367dbdf77db3f8201117;34487ff8222f94e86773ec0b6b5790d3ac3b4ed784ce576935cdab6632eed331;1;4;1;0.68;3;3;;;;;;6;8;2-A-FISICA II;
00d157ff3a4561d5fd8e1e781ff899c33669562a24ab367dbdf77db3f8201117;3c22de4be39991b18d8d6d898742d1334aff0ae805c44dcc3aaaee12fe1ffa26;81;42;6;12.82;5;5;;;;;;6;8;2-A-FISICA II;
00d157ff3a4561d5fd8e1e781ff899c33669562a24ab367dbdf77db3f8201117;41021c458a7a6fdd6f533c733e03c1b393e44526e858c6de3de2c533d2e2b3cd;;;;;4;4;;;;;;6;8;2-A-FISICA II;
00d157ff3a4561d5fd8e1e781ff899c33669562a24ab367dbdf77db3f8201117;44e6e45be4037cf34dcf3cff03e9c5d8b51f2edfe3b034048c7fcd9d5cc2188b;;;;;5;5;;;;;;6;8;2-A-FISICA II;
00d157ff3a4561d5fd8e1e781ff899c33669562a24ab367dbdf77db3f8201117;597058113ee852f6eb24cf4abf155de827d712d62b32794a8d0b0549c737038e;;;;;4;4;;;;;;6;8;2-A-FISICA II;
00d157ff3a4561d5fd8e1e781ff899c33669562a24ab367dbdf77db3f8201117;68fe2ab7017607354943abccfb2c3164931ac7966e3c04d39781af0f89d93ab0;;;;;4;4;;;;;;6;8;2-A-FISICA II;
00d157ff3a4561d5fd8e1e781ff899c33669562a24ab367dbdf77db3f8201117;696aa2c2ffd41de22d3b3435071169aefb3bbce409389777c98d3333f7954e56;19;34;2;13.52;4;4;;;;;;6;8;2-A-FISICA II;
00d157ff3a4561d5fd8e1e781ff899c33669562a24ab367dbdf77db3f8201117;7086917281d14f6409663e09327c5d8605aabc20c2d59f3894bff69dd3c749cc;;;;;4;4;;;;;;6;8;2-A-FISICA II;
00d157ff3a4561d5fd8e1e781ff899c33669562a24ab367dbdf77db3f8201117;7383be133c89b92d7726dfdc8340b8fd990a4d08af5e08e15d8aa40626863d12;;;;;3;3;;;;;;6;8;2-A-FISICA II;
